Publish_Dates,Mains,Sources,Document_Types,Web_Urls,New_Desks,Section_Names,Snippets
2016-01-01,Chris Mullin Sees Mixed Signs in St. John’s Loss,The New York Times,article,http://www.nytimes.com/2016/01/01/sports/chris-mullin-sees-mixed-signs-in-st-johns-loss.html,Sports,Sports,"The Red Storm dropped their Big East Conference opener on Thursday. Still Mullin, the St. John’s basketball legend turned first-year coach, sees signs of improvement."
2016-01-01,Why Fans Stand by Perennial Losers ,The New York Times,article,http://www.nytimes.com/2016/01/01/sports/baseball/why-fans-stand-by-perennial-losers.html,Sports,Sports,"If a sports team rarely wins, why do some fans doggedly support it? Academics try to unravel the psychological quagmire."
2016-01-01,"As Brooklyn Park Stalls, Fingers Point at Religious Group",The New York Times,article,http://www.nytimes.com/2016/01/01/nyregion/stalled-brooklyn-park-exposes-rift-with-religious-group.html,Metro,N.Y. / Region,"Depending on whom you ask, the fault for the state of Bridge Park 2 lies with flawed zoning, communication breakdowns or the Jehovah’s Witnesses, who promised to fix it but never did."
2016-01-01,Flooding in Missouri Raises Vexing Questions ,The New York Times,article,http://www.nytimes.com/2016/01/01/us/flooding-in-missouri-raises-vexing-questions.html,National,U.S.,Can greater defenses be erected? Should homes be vaulted on stilts? Or is it time for some communities to pack up and leave?
2016-01-01,"Howard Davis Jr., Who Beat Grief to Win Boxing Gold, Dies at 59",The New York Times,article,http://www.nytimes.com/2016/01/01/sports/howard-davis-jr-who-beat-grief-to-win-boxing-gold-dies-at-59.html,Sports,Sports,"Davis, who was mourning his mother when he earned a gold medal at the 1976 Montreal Olympics, had more than 100 victories as an amateur but never won a world title."
2016-01-01,Holiday Today New Year&#8217;s Day,The New York Times,article,http://www.nytimes.com/2016/01/01/nyregion/holiday-today-new-years-day.html,Metro,N.Y. / Region,"A look at how government services in New York, New Jersey and Connecticut will be affected."
2016-01-01,Ackman Sheds Some Valeant Shares,The New York Times,article,http://www.nytimes.com/2016/01/01/business/dealbook/ackman-sheds-some-valeant-shares.html,Business,Business Day,"William Ackman’s hedge fund said in a regulatory filing that its stake was now 8.5 percent, down from 9.9 percent, of the drug company that has been drawing fire on several fronts."
2016-01-01,Houston&#8217;s Attack Upends Florida State ,The New York Times,article,http://www.nytimes.com/2016/01/01/sports/ncaafootball/bowls-roundup.html,Sports,Sports,Quarterback Greg Ward Jr. and the Houston Cougars showed they could thrive in a big-game atmosphere against a big-name opponent.
2016-01-01,Prosecutors’ Secrecy Orders on Subpoenas Stir Constitutional Questions,The New York Times,article,http://www.nytimes.com/2016/01/01/nyregion/prosecutorssecrecy-orders-on-subpoenas-stir-constitutional-questions.html,Metro,N.Y. / Region,A federal judge has warned that prosecutors may be going too far when they ask witnesses to keep quiet about receiving a subpoena.
2016-01-01,"Justice in Taxes, Most Likely Short-Lived",The New York Times,article,http://www.nytimes.com/2016/01/01/business/economy/justice-in-taxes-most-likely-short-lived.html,Business,Business Day,"The average tax rate for America&#8217;s top 400 income earners rose in 2013, but tax analysts said the tax structure still overwhelmingly favors the very well-off."
2016-01-01,"Freddie Gray Complained of ‘Bad Back’ Before Arrest, Filing Says",The New York Times,article,http://www.nytimes.com/2016/01/01/us/freddie-gray-complained-of-bad-back-before-arrest-filing-says.html,National,U.S.,A court document made public on Thursday suggests that defense lawyers will argue that Mr. Gray was already injured when he was loaded into a Baltimore police van.
2016-01-01,No More Statutes of Limitations for Rape,The New York Times,article,http://www.nytimes.com/2016/01/01/opinion/no-more-statutes-of-limitations-for-rape.html,OpEd,Opinion,Bill Cosby came close to escaping sexual assault charges. How many others do?
2016-01-01,A Roller Coaster Year Ends With U.S. Markets Mostly Down,The New York Times,article,http://www.nytimes.com/2016/01/01/business/dealbook/a-roller-coaster-year-ends-with-us-markets-mostly-down.html,Business,Business Day,"A three-year rally was followed by a lackluster performance in 2015 but, given the year’s headwinds, it could have been worse."
2016-01-01,Chief Justice’s Report Praises Limits on Litigants’ Access to Information,The New York Times,article,http://www.nytimes.com/2016/01/01/us/politics/chief-justices-report-praises-limits-on-claimants-access-to-information.html,National,U.S.,Others are not pleased with the adoption of limits on the pretrial exchange of facts that lawyers call discovery.
2016-01-01,A Family in Transition Rebuilds Its Connections,The New York Times,article,http://www.nytimes.com/2016/01/01/nyregion/a-family-in-transition-rebuilds-its-connections.html,Metro,N.Y. / Region,"Karen Quinones was overwhelmed and scrambling to take care of her four children, two of whom have pervasive developmental disorder, when she ended an unhealthy relationship."
2016-01-01,Gun-Friendly Texas Is Getting Even Friendlier,The New York Times,article,http://www.nytimes.com/2016/01/01/us/-2016-01-01-texas-open-carry-gun-law.html,National,U.S.,"On Friday, a new law took effect that allows Texans with permits to carry concealed weapons to openly carry those weapons."
2016-01-01,Microsoft to Notify Users of Government Hackings,The New York Times,article,http://www.nytimes.com/2016/01/01/technology/microsoft-to-notify-users-of-government-hackings.html,Business,Technology,"The company joins Google, Facebook and others in disclosing when users of email and other services have probably been targeted by hackers working on behalf of governments."
2016-01-01,Television This Winter: 20 Shows to Keep on Your Radar Screen,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/television/television-this-winter-20-shows-to-keep-on-your-radar-screen.html,Weekend,Arts,A preview of new and returning television arriving over the next three months.
2016-01-01,Hostage at Bataclan Recalls Terrorists During Paris Attack,The New York Times,article,http://www.nytimes.com/2016/01/01/world/europe/bataclan-hostage-paris-terror-attack.html,Foreign,World,A 23-year-old photographer from Chile described the strange chuckle of one of the terrorists as he continued to fire into the crowd.
2016-01-01,Museum &amp; Gallery Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/design/museum-amp-gallery-listings-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,Classical &amp; Opera Music Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/music/classical-opera-music-listings-for-jan-1-7.html,Weekend,Arts,A critical guide to performances of classical music and opera in the New York City area.
2016-01-01,Jazz Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/music/jazz-listings-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,"Pop, Rock &amp; Cabaret Listings for Jan. 1-7",The New York Times,article,http://www.nytimes.com/2016/01/01/arts/music/pop-rock-cabaret-listings-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,Winning Before God at Clemson,The New York Times,article,http://www.nytimes.com/2016/01/01/sports/ncaafootball/clemson-dabo-swinney-winning-before-god.html,Sports,Sports,"Clemson Coach Dabo Swinney has been accused of creating a culture on his team that goes too far in promoting Christianity, but he says his job is to win football games."
2016-01-01,Theater Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/theater/theater-listings-for-jan-1-7.html,Weekend,Theater,None
2016-01-01,Movie Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/movies/movie-listings-for-jan-1-7.html,Weekend,Movies,None
2016-01-01,Dance Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/dance/dance-listings-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,Spare Times for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/spare-times-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,"Merkel Urges Germans to See Migrants as ‘an Opportunity,’ Not a Threat",The New York Times,article,http://www.nytimes.com/2016/01/01/world/europe/merkel-urges-germans-to-see-migrants-as-an-opportunity-not-a-threat.html,Foreign,World,Chancellor Angela Merkel dedicated a New Year’s Eve address to what she said her nation could gain from the refugee crisis.
2016-01-01,Comedy Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/comedy-listings-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,"Review: Drips, Dropped: Pollock and His Impact",The New York Times,article,http://www.nytimes.com/2016/01/01/arts/design/review-drips-dropped-pollock-and-his-impact.html,Weekend,Arts,"“Jackson Pollock: A Collection Survey, 1934-1954” and “Take an Object” at MoMA show how the artist’s style developed as well as its influence on those who came after."
2016-01-01,"Review: For the Crawleys and ‘Downton Abbey,’ the Beginning of the End",The New York Times,article,http://www.nytimes.com/2016/01/01/arts/television/downton-abbey-season-6-crawleys-review.html,Weekend,Arts,The sixth and final season of Julian Fellowes’s wildly popular drama about the British aristocracy and their employees begins this weekend on PBS.
2016-01-01,Review: Phish Settles In for Another New Year’s Run,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/music/review-phish-settles-in-for-another-new-years-run.html,Weekend,Arts,"The band, whose concerts take on their own narratives, myths and rituals, opened a four-night stretch Wednesday at Madison Square Garden, one of its most played venues."
2016-01-01,A Desert Biennial Alongside Coachella Is in the Works,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/design/a-desert-biennial-alongside-coachella-is-in-the-works.html,Weekend,Arts,"Desert X, as the show is to be called, will invite artists to respond to the California desert’s history, geology or mythology, or otherwise to create site-specific works."
2016-01-01,BTG Pactual Sells Distressed Debt Unit to Itau Unibanco,The New York Times,article,http://www.nytimes.com/2016/01/01/business/dealbook/btg-pactual-sells-distressed-debt-unit-to-itau-unibanco.html,Business,Business Day,"The investment firm is on an aggressive campaign to sell assets after the arrest of its founder and former chief, André Esteves."
2016-01-01,"Review: In ‘Yosemite,’ a Coming-of-Age Tale of 3 Boys in 1980s California",The New York Times,article,http://www.nytimes.com/2016/01/01/movies/review-in-yosemite-a-coming-of-age-tale-of-3-boys-in-1980s-california.html,Weekend,Movies,"Gabrielle Demeestere’s debut feature is adapted in part from stories by James Franco, who is a co-star in the movie."
2016-01-01,A Year of Mourning Steeped in African Tradition Leads to a Theater Piece,The New York Times,article,http://www.nytimes.com/2016/01/01/theater/a-year-of-mourning-steeped-in-african-tradition-leads-to-a-theater-piece.html,Weekend,Theater,"Kaneza Schaal’s mourning for her father’s death led her to create “Go Forth,” a performance and installation piece opening at Westbeth Artists Community."
2016-01-01,Spare Times for Children Listings for Jan. 1-7,The New York Times,article,http://www.nytimes.com/2016/01/01/arts/spare-times-for-children-listings-for-jan-1-7.html,Weekend,Arts,None
2016-01-01,"Making a Show From Found Videos, Both Unsettling and Lighthearted",The New York Times,article,http://www.nytimes.com/2016/01/01/theater/making-a-show-from-found-videos-both-unsettling-and-lighthearted.html,Weekend,Theater,"The resulting work, “The Art of Luv (Part One): Elliot” by the Royal Osiris Karaoke Ensemble at the Under the Radar festival, is an experimental blend of technology and genre."
